carName,trim,engine,compressor,exhaust,gas,output,torque,fuel,lengthWidth,weight,shift,carType,year,image,price
닛산 블루버드 실피,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
닛산 시마,3.5 HEV,V6,자료없음,"3,498cc","가솔린, 하이브리드","27.5Nm,35.7kg.m",자료없음,16.6km/ℓ,"5,120mm / 1,845mm","1,930~1,950kg",자동7단,준대형 세단,2012.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_297%2Fauto_14955441474327yLVQ_PNG%2F64619_2016___.png,"7,646,400~8,726,400엔"
닛산 윙로드,1.5 가솔린,l4,자연흡기,"1,498cc",가솔린,109hp,15.1kg.m,17.2km/ℓ,"4,415mm / 1,695mm","1,210kg",CVT,소형 왜건,2015.0,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170705_67%2Fauto_14992315854707otpM_PNG%2F20170705141244_S2NO0Kx8.png,가격정보 없음
닛산 타이탄,5.6 가솔린,V8,자연흡기,"5,600cc",가솔린,390hp,54.5kg.m,7.6km/ℓ,"5,793mm / 2,019mm",265mm / 70 / 18inch,자동7단,대형 트럭,2019.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190808_186%2Fauto_1565246495958Nkecv_PNG%2F20190808154045_cOd66zJj.png,"36,680달러"
닛산 펄사,DIG-T 115,자료없음,싱글터보,"1,197cc",가솔린,115hp,자료없음,189km/h,"4,385mm / 1,768mm",자료없음,수동6단,준중형 해치백,2015.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_231%2Fauto_1495798396071GQesi_PNG%2F54907_2015__.png,가격정보 없음
닛산 펄사,dCi 110,자료없음,싱글터보,"1,461cc",디젤,110hp,26.5kg.m,189km/h,"4,385mm / 1,768mm",자료없음,수동6단,준중형 해치백,2015.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_231%2Fauto_1495798396071GQesi_PNG%2F54907_2015__.png,가격정보 없음
닛산 푸가,370 GT,V6,자연흡기,"3,696cc",가솔린,328hp,37kg.m,8.9~9.4km/ℓ,"4,980mm / 1,845mm","1,730~1,840kg",자동7단,준대형 세단,2016.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_63%2Fauto_1495544148115Czx43_PNG%2F64435_2016__.png,가격정보 없음
닛산 푸가,250 VIP,자료없음,자연흡기,"2,495cc",가솔린,222hp,26.3kg.m,11.2km/ℓ,"4,980mm / 1,845mm","1,740kg",자동7단,준대형 세단,2016.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_63%2Fauto_1495544148115Czx43_PNG%2F64435_2016__.png,가격정보 없음
닛산 푸가,250 GT,V6,자연흡기,"2,495cc",가솔린,222hp,26.3kg.m,11.2km/ℓ,"4,980mm / 1,845mm","1,700~1,730kg",자동7단,준대형 세단,2016.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_63%2Fauto_1495544148115Czx43_PNG%2F64435_2016__.png,가격정보 없음
닛산 푸가,370 VIP,V6,자연흡기,"3,696cc",가솔린,328hp,37kg.m,9.3km/ℓ,"4,980mm / 1,845mm","1,770kg",자동7단,준대형 세단,2016.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_63%2Fauto_1495544148115Czx43_PNG%2F64435_2016__.png,가격정보 없음
닛산 200SX,2.0 가솔린 전륜구동,직렬 4기통,자료없음,"1,998cc",가솔린,27kg.m,자료없음,235km/h,"4,321mm / 1,692mm",자료없음,수동5단,스포츠카 쿠페,1994.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_122%2Fauto_1497939058251J6jB6_PNG%2F48071_1994__200SX.png,가격정보 없음
닛산 280ZX,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
닛산 NV,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
닛산 라페스타,2.0 가솔린 직분사,자료없음,자연흡기,"1,997cc",가솔린,151hp,19.4kg.m,16.2km/ℓ,"4,615mm / 1,750mm","1,480kg",자동6단,중형 RV,2012.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_98%2Fauto_1496048091318glo6e_PNG%2F51043_2012____.png,가격정보 없음
다이하쯔 미라 코코아,2WD,자료없음,자연흡기,658cc,가솔린,52hp,6.1kg.m,29km/ℓ,"3,395mm / 1,475mm",810kg,CVT,경형 해치백,2016.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_16%2Fauto_1495544649187kwB1R_PNG%2F61197_2016___.png,"1,296,000~1,544,400엔"
다이하쯔 미라 코코아,4WD,자료없음,자연흡기,658cc,가솔린,52hp,6.1kg.m,26.8km/ℓ,"3,395mm / 1,475mm",870kg,CVT,경형 해치백,2016.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_16%2Fauto_1495544649187kwB1R_PNG%2F61197_2016___.png,"1,296,000~1,544,400엔"
다이하쯔 미라,X Special,자료없음,자연흡기,658cc,가솔린,58hp,6.6kg.m,21.6~24.2km/ℓ,"3,395mm / 1,475mm",750~800kg,수동5단,경형 해치백,2016.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170712_217%2Fauto_1499848994000BmXaM_PNG%2F20170712174259_bTfHKhWn.png,"884,572~1,025,486엔"
다이하쯔 마테리아,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
다이하쯔 무브,0.6 가솔린,자료없음,자연흡기,658cc,가솔린,52hp,6.1kg.m,22.9km/ℓ,"3,395mm / 1,476mm",870~880kg,CVT,경형 RV,2022.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220706_194%2Fauto_1657078366644DaiR8_PNG%2F20220706123234_E9O3lUe8.png,"1,496,000~1,919,500엔"
다이하쯔 무브,0.6 가솔린 터보,자료없음,싱글터보,658cc,가솔린,64hp,10.2kg.m,22.4km/ℓ,"3,395mm / 1,476mm",900kg,CVT,경형 RV,2022.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220706_194%2Fauto_1657078366644DaiR8_PNG%2F20220706123234_E9O3lUe8.png,"1,496,000~1,919,500엔"
다이하쯔 무브,0.6 가솔린 4WD,자료없음,자연흡기,658cc,가솔린,52hp,6.1kg.m,21.6km/ℓ,"3,395mm / 1,476mm",920~930kg,CVT,경형 RV,2022.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220706_194%2Fauto_1657078366644DaiR8_PNG%2F20220706123234_E9O3lUe8.png,"1,496,000~1,919,500엔"
다이하쯔 무브,0.6 가솔린 터보 4WD,자료없음,싱글터보,658cc,가솔린,64hp,10.2kg.m,20.9km/ℓ,"3,395mm / 1,476mm",950kg,CVT,경형 RV,2022.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220706_194%2Fauto_1657078366644DaiR8_PNG%2F20220706123234_E9O3lUe8.png,"1,496,000~1,919,500엔"
다이하쯔 분,CILQ,l3,자료없음,996cc,가솔린,9kg.m,자료없음,28km/ℓ,"3,660mm / 1,665mm",910kg,CVT,경형 해치백,2016.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_298%2Fauto_149554421859318vmn_PNG%2F63245_2016__.png,"1,351,080~1,431,000엔"
다이하쯔 분,X,l3,자료없음,996cc,가솔린,9kg.m,자료없음,24.4km/ℓ,"3,650mm / 1,665mm",960kg,CVT,경형 해치백,2016.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_298%2Fauto_149554421859318vmn_PNG%2F63245_2016__.png,"1,351,080~1,431,000엔"
다이하쯔 에쎄,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
다이하쯔 웨이크,0.6 가솔린,자료없음,자연흡기,658cc,가솔린,64hp,9.4kg.m,23.8km/ℓ,"3,395mm / 1,475mm","1,020kg",CVT,경형 RV,2019.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200227_229%2Fauto_158277629971110vbW_PNG%2F20200227130447_z36wfHtZ.png,"1,749,000~1,875,500엔"
다이하쯔 웨이크,0.6 가솔린 4WD,자료없음,자연흡기,658cc,가솔린,64hp,9.4kg.m,23.2km/ℓ,"3,395mm / 1,475mm","1,020kg",CVT,경형 RV,2019.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200227_229%2Fauto_158277629971110vbW_PNG%2F20200227130447_z36wfHtZ.png,"1,749,000~1,875,500엔"
다이하쯔 캐스트,SPORT SA II,자료없음,싱글터보,658cc,가솔린,64hp,9.4kg.m,24.6~24.8km/ℓ,"3,395mm / 1,475mm",850~900kg,CVT,경형 SUV,2016.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_87%2Fauto_14955441301981GGgT_PNG%2F64773_2016___.png,"1,620,000~1,744,200엔"
다이하쯔 탄토,0.6 가솔린,자료없음,자연흡기,658cc,가솔린,52hp,6.1kg.m,20km/ℓ,"3,395mm / 1,475mm",910kg,CVT,경형 RV,2022.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220824_291%2Fauto_1661310181464YmV6R_PNG%2F20220824120250_i4EgfARA.png,가격정보 없음
다이하쯔 탄토,0.6 가솔린 4WD,자료없음,자연흡기,658cc,가솔린,52hp,6.1kg.m,18.8km/ℓ,"3,395mm / 1,475mm",960kg,CVT,경형 RV,2022.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220824_291%2Fauto_1661310181464YmV6R_PNG%2F20220824120250_i4EgfARA.png,가격정보 없음
다이하쯔 테리오스,테리오스 7시터,I4,자연흡기,"1,495cc",가솔린,103hp,14.2kg.m,155km/h,"4,425mm / 1,695mm","1,200kg",자동4단,소형 SUV,2015.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_95%2Fauto_1495798190018kPApQ_PNG%2F58093_2015___7.png,가격정보 없음
닷지 램픽업,다코다 쿼드캡,V8 SOHC,자료없음,"4,701cc",가솔린,45.5kg.m,자료없음,5.7km/ℓ,"5,555mm / 1,885mm","2,090kg",자동5단,대형 트럭,2009.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191213_183%2Fauto_1576222887242KoUOn_PNG%2F20191213164126_f1JNRR3l.png,"4,930만원"
닷지 챌린저,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
닷지 다코타,다코다 쿼드캡,V8 SOHC,자료없음,"4,701cc",가솔린,45.5kg.m,자료없음,5.7km/ℓ,"5,555mm / 1,885mm","2,090kg",자동5단,대형 트럭,2009.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191213_183%2Fauto_1576222887242KoUOn_PNG%2F20191213164126_f1JNRR3l.png,"4,930만원"
닷지 캘리버,캘리버 2.0,I4 DOHC,자료없음,"1,998cc",가솔린,19.4kg.m,자료없음,9.9km/ℓ,"4,420mm / 1,800mm","1,380kg",CVT,준중형 왜건,2010.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_20%2Fauto_1496110764022CthTk_PNG%2F10415_2010__.png,"2,990만원"
닷지 니트로,KA 2.8 4WD,I4 DOHC CRD,자료없음,"2,777cc",디젤,40.8kg.m,자료없음,9.8km/ℓ,"4,550mm / 1,860mm","1,995kg",자동5단,준중형 SUV,2008.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_186%2Fauto_1497939384542ogyHB_PNG%2F11497_2008__.png,"4,180만원"
닷지 램밴,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
닷지 인트레피드,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
닷지 기타,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
닷지 매그넘,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
닷지 밴,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
닷지 어벤저,2.4 가솔린,I4,자연흡기,"2,630cc",가솔린,173hp,23kg.m,10.1km/ℓ,"4,892mm / 1,850mm","1,542kg",자동4단,소형 SUV,2024.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240724_283%2Fauto_1721782463063xJDVb_PNG%2F20240724095411_DYAWRVPZ.png,"5,290~5,640만원"
닷지 어벤저,V6 3.6,V6,자연흡기,"3,605cc",가솔린,283hp,36kg.m,9.3km/ℓ,"4,892mm / 1,850mm","1,636kg",자동6단,소형 SUV,2024.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240724_283%2Fauto_1721782463063xJDVb_PNG%2F20240724095411_DYAWRVPZ.png,"5,290~5,640만원"
닷지 캐러밴,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
닷지 그랜드 캐러밴,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
도요타 캠리,2.5 HEV,I4,자연흡기,"2,487cc","가솔린, 하이브리드","224hp,183hp",22.5kg.m,17.1km/ℓ,"4,920mm / 1,840mm",235mm / 45 / 18inch,CVT,중형 세단,2025.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241126_114%2Fauto_1732584436651lxyvb_PNG%2F20241126102709_pfUN8Phc.png,"4,800~5,360만원"
도요타 프리우스 5세대,2.0 HEV,I4,자연흡기,"1,987cc","가솔린, 하이브리드","196hp,152hp",19.2kg.m,7.3초,"4,600mm / 1,780mm",195mm / 50 / 19inch,CVT,준중형 해치백,2022.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20231213_196%2Fauto_17024277790192NEL6_PNG%2F20231213093617_oejn5De0.png,가격정보 없음
도요타 프리우스 C,1.5 HEV,l4,자료없음,"1,987cc","가솔린, 하이브리드",11.3kg.m,자료없음,18.6km/ℓ,"4,060mm / 1,715mm","1,150kg",CVT,소형 해치백,2020.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200310_234%2Fauto_1583805816091BiP7e_PNG%2F20200310110314_dMbXgpoX.png,"2,590만원"
도요타 프리우스 프라임,2.0 PHEV,I4,자연흡기,"1,997cc","가솔린, 하이브리드","220hp,148hp,120kW",자료없음,6.7초,"4,529mm / 1,782mm",/ / 19inch,CVT,준중형 해치백,2022.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221117_47%2Fauto_1668660981601dGado_PNG%2F20221117135620_xnj5SSkW.png,가격정보 없음
도요타 프리우스 4세대,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
도요타 프리우스 V,1.8 HEV,I4,자료없음,"1,798cc","가솔린, 하이브리드",14.5kg.m,자료없음,17.4km/ℓ,"4,645mm / 1,775mm","1,515kg",CVT,준중형 왜건,2015.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_292%2Fauto_1495799791191Rvo5x_PNG%2F57767_2015___V.png,"3,880만원"
도요타 프리우스,2.0 PHEV,I4,자연흡기,"1,987cc","가솔린, 하이브리드","223hp,151hp","19.2kg.m,21.2kg.m",64km,"4,600mm / 1,780mm","1,570~1,605kg",CVT,준중형 해치백,2024.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20231213_72%2Fauto_1702431122959jxvSH_PNG%2F20231213103155_b6bo1Jvl.png,"4,630~4,990만원"
도요타 RAV4 5세대,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
도요타 RAV4,2.5 HEV,I4,자연흡기,"2,487cc","가솔린, 하이브리드","218hp,178hp",22.5kg.m,14.5km/ℓ,"4,600mm / 1,855mm","1,650kg",CVT,준중형 SUV,2025.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250310_258%2Fauto_17415877000205NjmY_PNG%2F20250310152107_QJOJBZ9Y.png,"4,415~4,998만원"
도요타 RAV4,2.5 HEV AWD,I4,자연흡기,"2,487cc","가솔린, 하이브리드","222hp,178hp",22.5kg.m,14.1km/ℓ,"4,600mm / 1,855mm","1,730kg",CVT,준중형 SUV,2025.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250310_258%2Fauto_17415877000205NjmY_PNG%2F20250310152107_QJOJBZ9Y.png,"4,415~4,998만원"
도요타 시에나 4세대,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
도요타 시에나,2.5 HEV,I4,자연흡기,"2,487cc","가솔린, 하이브리드","246hp,189hp",24.1kg.m,14.5km/ℓ,"5,175mm / 1,995mm","2,145kg",CVT,대형 RV,2021.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210413_45%2Fauto_1618287298922zhRUW_PNG%2F20210413131456_iloe5zbj.png,"6,200~6,400만원"
도요타 시에나,2.5 HEV AWD,I4,자연흡기,"2,487cc","가솔린, 하이브리드","246hp,189hp",24.1kg.m,13.7km/ℓ,"5,175mm / 1,995mm","2,190kg",CVT,대형 RV,2021.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210413_45%2Fauto_1618287298922zhRUW_PNG%2F20210413131456_iloe5zbj.png,"6,200~6,400만원"
도요타 알파드 4세대,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
도요타 알파드,2.5 HEV,I4,자연흡기,"2,487cc","가솔린, 하이브리드","250hp,190hp",24.4kg.m,13.5km/ℓ,"5,005mm / 1,850mm","2,330kg",CVT,준대형 RV,2025.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250331_123%2Fauto_1743411256704IPQx2_PNG%2F20250331175409_ecTQZMaO.png,"10,049만원"
도요타 GR86,2.4 가솔린,자료없음,자연흡기,"2,387cc",가솔린,231hp,25.5kg.m,9.5km/ℓ,"4,265mm / 1,775mm","1,275~1,285kg",수동6단,스포츠카 쿠페,2025.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250408_106%2Fauto_1744074147998zPekS_PNG%2F20250408100221_K1ZtYvFv.png,"4,248~4,846만원"
도요타 86,2.4 가솔린,자료없음,자연흡기,"2,387cc",가솔린,231hp,25.5kg.m,9.5km/ℓ,"4,265mm / 1,775mm","1,275~1,285kg",수동6단,스포츠카 쿠페,2025.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250408_106%2Fauto_1744074147998zPekS_PNG%2F20250408100221_K1ZtYvFv.png,"4,248~4,846만원"
도요타 크라운 크로스오버,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
도요타 크라운 마제스타,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
도요타 크라운,2.4 Dual Boost HEV,I4,싱글터보,"2,393cc","가솔린, 하이브리드","348hp,272hp",46.9kg.m,11km/ℓ,"4,980mm / 1,840mm","1,980kg",자동6단,준대형 세단,2025.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240619_280%2Fauto_1718760354276oVnwn_PNG%2F20240619102540_kZYBPNh1.png,"5,920~6,940만원"
도요타 크라운,2.5 HEV,I4,자연흡기,"2,487cc","가솔린, 하이브리드","239hp,186hp",22.5kg.m,17.2km/ℓ,"4,980mm / 1,840mm","1,845kg",CVT,준대형 세단,2025.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240619_280%2Fauto_1718760354276oVnwn_PNG%2F20240619102540_kZYBPNh1.png,"5,920~6,940만원"
도요타 아발론 5세대,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
도요타 아발론,2.5 HEV,I4,자연흡기,"2,487cc","가솔린, 하이브리드","218hp,178hp",22.5kg.m,16.6km/ℓ,"4,975mm / 1,850mm","1,660kg",CVT,준대형 세단,2019.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20181107_5%2Fauto_1541554361756ke8MB_PNG%2F20181107103223_iYe13bR1.png,"4,702만원"
도요타 FJ 크루져,4.0 가솔린 AWD,자료없음,자연흡기,"3,956cc",가솔린,260hp,38.8kg.m,8.6km/ℓ,"4,670mm / 1,905mm","1,970kg",자동5단,중형 SUV,2013.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_45%2Fauto_1496048284101gfBOK_PNG%2F19130_2013__FJ_.png,"5,490만원"
도요타 하이랜더 4세대,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
도요타 하이랜더,2.5 HEV,I4,자연흡기,"2,487cc","가솔린, 하이브리드","246hp,188hp",23.9kg.m,13.8km/ℓ,"4,965mm / 1,930mm","2,085kg",CVT,준대형 SUV,2023.0,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230725_257%2Fauto_1690266025500KmR9f_PNG%2F20230725152019_ryF8f78n.png,"6,660~7,470만원"
도요타 bB,Z,l4 직분사,자료없음,"1,495cc",가솔린,14.4kg.m,자료없음,14.6km/ℓ,"3,795mm / 1,690mm","1,050kg",자동5단,소형 왜건,2016.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_32%2Fauto_1495544247356wXEpi_PNG%2F63683_2016__bB.png,"1,605,273~1,703,455엔"
도요타 bB,S,l4 직분사,자료없음,"1,495cc",가솔린,12.5kg.m,자료없음,15km/ℓ,"3,795mm / 1,690mm","1,040kg",자동5단,소형 왜건,2016.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_32%2Fauto_1495544247356wXEpi_PNG%2F63683_2016__bB.png,"1,605,273~1,703,455엔"
도요타 수프라 5세대,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음,자료없음
도요타 수프라,3.0 가솔린,자료없음,싱글터보,"2,998cc",가솔린,382hp,51kg.m,10.2km/ℓ,"4,380mm / 1,855mm","1,525kg",자동8단,스포츠카 쿠페,2024.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240123_273%2Fauto_17059881835257cvMn_PNG%2F20240123143455_kEMCDaOb.png,"7,980만원"
도요타 아이고,1.0 가솔린,자료없음,자연흡기,998cc,가솔린,72hp,9.5kg.m,151~158km/h,"3,700mm / 1,740mm","940~1,015kg",수동5단,경형 SUV,2021.0,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220213_105%2Fauto_1644713886945LCB7w_PNG%2F20220213095755_pdyZoTrL.png,가격정보 없음
도요타 MR-S,1.8 가솔린 후륜구동,직렬 4기통,자료없음,"2,998cc",가솔린,17.3kg.m,자료없음,210km/h,"3,880mm / 1,700mm",자료없음,수동6단,자료없음,자료없음,자료없음,자료없음
